Code_terrain	Secteur	Code_secteur	Type	Numero_unique	Code_unique	Nom_nid_nichoir	Localisation	Position	Orientation	Materiel	Installation - Remarques	INSEE_COM	NOM_COMM	CODE_DEPT	NOM_DEPT	NOM_REGION	LATITUDE	LONGITUDE	ALTITUDE
522	Vence	V	N	N07a	VN07a	Visancourt_2	2 vieux nids sous le pont rive droite	RD	RAS	RAS	Novembre 2017 : Vieux nid RD	38382	SAINT-EGREVE	38	ISERE	RHONE-ALPES	45,2327024	5,6857172	217
520	Vence	V	N	N08a	VN08a	Egreve_centre_2	Au milieu du pont, sur tuyaux rouges au milieu de la riviere - au moins un autre vieux nid rive gauche	Milieu et RG	RAS	Echelle 3 pans		38382	SAINT-EGREVE	38	ISERE	RHONE-ALPES	45,2294931	5,6831959	214
535	Vence	V	N	N09a	VN09a	Pomarey_aval	Sur gros rocher cote RG (mais toute la zone en aval de le confluence entre les 2 rivieres est favorable a ces nids naturels donc a prospecter)	RG	RAS	RAS		38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2840060	5,7111526	750
531	Vence	V	N	N10a	VN10a	Gua_tenaison_2	Sous le meme pont que le nichoir	RG	RAS	Petite echelle		38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2765474	5,7055521	642
532	Vence	V	N	N11a	VN11a	Gua_tenaison_amont	Nid dans berge au dessus de l'eau - racines	RD	RAS	RAS	2018	38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2773740	5,7060570	653
529	Vence	V	N	N12a	VN12a	Moulin_brieux_aval	"Dans ""grotte"" a hauteur d'homme, au milieu, en bordure (pas au fond de la grotte), dans 2 derniers virages avant grande falaise RG. Descendre dans chemin terre a droite et longer la bordure du champ/for�t"	RG	RAS	RAS		38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2618462	5,7034332	410
551	Vence	V	N	N13a	VN13a	Pissou_2	Descendre en aval RD. Nids dans trous en hauteur sous pont au nichoir	Milieu	RAS	RAS		38472	SARCENAS	38	ISERE	RHONE-ALPES	45,2767211	5,7576942	1051
547	Vence	V	N	N14a	VN14a	Fontvieille_cascade	3e cascade en aval du nichoir, sous le gros rocher du milieu de la cascade (l'eau passe a droite et a gauche, nid du cote rive droite du rocher central)	Milieu	Donne vers l'aval	Impermeable		38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2628958	5,7412255	630
541	Vence	V	N	N15a	VN15a	Rivoire_2	Descendre grace a la corde en amont RG. Nid nat juste a gauche du nichoir	RD	RAS	Petite echelle		38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2522925	5,7304859	468
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
